term1;term2;sentence;is_cause;is_treat;source;prp_sent;sdp;sdp_joined
TOXOPLASMOSIS;TOXOPLASMA GONDII;TOXOPLASMOSIS  TOXOPLASMOSIS is infection with  TOXOPLASMA GONDII.;0;1;CrowdTruth;term1  term1 is infection with  term2.;['term1', ' ', 'with', 'term2'];term1   with term2
TRICHURIASIS;TRICHURIS TRICHIURA;9  Trichuriasis  Treatment of TRICHURIASIS   +    caused by  TRICHURIS TRICHIURA  (whipworm.;0;1;CrowdTruth;9  Trichuriasis  Treatment of term1   +    caused by  term2  (whipworm.;['term1', 'of', 'Treatment', 'cause', 'by', 'term2'];term1 of Treatment cause by term2
TRICHURIASIS;TRICHURIS TRICHIURA;"TRICHURIASIS  (Whipworm Infection; Trichocephaliasis)  TRICHURIASIS is infection with  TRICHURIS TRICHIURA";0;1;CrowdTruth;"term1  (Whipworm Infection; Trichocephaliasis)  term1 is infection with  term2";['term1', ' ', 'with', 'term2'];term1   with term2
LATEX SENSITIVITY;RUBBER GLOVES;Latex Sensitivity  LATEX SENSITIVITY is an exaggerated immune response to water soluble proteins in latex products (eg, RUBBER GLOVES dental dams, condoms, tubing for respiratory equipment, catheters, enema tips with inflatable latex cuffs), causing urticaria, angioedema, a nd aphylaxis.;0;1;CrowdTruth;Latex Sensitivity  term1 is an exaggerated immune response to water soluble proteins in latex products (eg, term2 dental dams, condoms, tubing for respiratory equipment, catheters, enema tips with inflatable latex cuffs), causing urticaria, angioedema, a nd aphylaxis.;['term1', 'Sensitivity', 'be', ',', 'dam', 'term2'];term1 Sensitivity be , dam term2
HYPERTENSION;CYCLOSPORINE;CYCLOSPORINE can cause HYPERTENSION rel toxicity, hypomagnesemia, hypophosphatemia, vitiligo, tremors, hypertrichosis, susceptibility to  Pneumocystis carinii  pneumonia (PCP), and gingival hyperplasia.;0;1;CrowdTruth;term2 can cause term1 rel toxicity, hypomagnesemia, hypophosphatemia, vitiligo, tremors, hypertrichosis, susceptibility to  Pneumocystis carinii  pneumonia (PCP), and gingival hyperplasia.;['term1', 'toxicity', 'cause', 'term2'];term1 toxicity cause term2
NOCARDIA INFECTIONS;NOCARDIA;121  NOCARDIA INFECTIONS  Treatment of infections caused by  NOCARDIA    +   , including  N. asteroides, N. brasiliensis , and  N. caviae.;0;1;CrowdTruth;121  term1  Treatment of infections caused by  term2    +   , including  N. asteroides, N. brasiliensis , and  N. caviae.;['term1', ' ', 'by', 'term2'];term1   by term2
CHICKENPOX;HERPES ZOSTER;Chickenpox is caused by the varicella zoster virus (human herpesvirus type 3), CHICKENPOX being the acute invasive phase of the virus and herpes zoster (shingles) representing reactivation of the latent phase (see  HERPES ZOSTER.;0;1;CrowdTruth;Chickenpox is caused by the varicella zoster virus (human herpesvirus type 3), term1 being the acute invasive phase of the virus and herpes zoster (shingles) representing reactivation of the latent phase (see  term2.;['term1', 'be', 'see', 'term2'];term1 be see term2
BABESIOSIS;BABESIA MICROTI;Treatment of BABESIOSIS   +    caused by  BABESIA MICROTI.;0;1;CrowdTruth;Treatment of term1   +    caused by  term2.;['term1', 'of', 'treatment', 'cause', 'by', 'term2'];term1 of treatment cause by term2
AIDS;HTLV III/LAV;Yarchoan R, Klecker RE, Weinhold KJ et al Administration of 3′ azido 3′ deoxythymidine, an inhibitor of HTLV III/LAV replication, to patients with AIDS or AIDS related complex.;0;1;CrowdTruth;Yarchoan R, Klecker RE, Weinhold KJ et al Administration of 3′ azido 3′ deoxythymidine, an inhibitor of term2 replication, to patients with term1 or term1 related complex.;['term1', 'with', 'patient', 'to', 'R', ',', 'deoxythymidine', 'of', 'replication', 'term2'];term1 with patient to R , deoxythymidine of replication term2
BABESIA MICROTI;BABESIOSIS;164  Babesiosis  Treatment of BABESIOSIS   +    caused by  BABESIA MICROTI.;0;1;CrowdTruth;164  Babesiosis  Treatment of term2   +    caused by  term1.;['term1', 'by', 'cause', 'Treatment', 'of', 'term2'];term1 by cause Treatment of term2
ACUTE VIRAL HEPATITIS;NONHEPATITIS VIRUSES;Liver infections caused by NONHEPATITIS VIRUSES (eg, Epstein Barr, yellow fever, cytomegalovirus) generally are not termed ACUTE VIRAL HEPATITIS;0;1;CrowdTruth;Liver infections caused by term2 (eg, Epstein Barr, yellow fever, cytomegalovirus) generally are not termed term1;['term1', 'term', 'infection', 'cause', 'by', 'term2'];term1 term infection cause by term2
MALIGNT HYPERTHERMIA;ANESTHETIC AGENTS;"If MALIGNT HYPERTHERMIA occurs, discontinue all ANESTHETIC AGENTS and initiate IV dantrolene therapy  a   in conjunction with supportive measures (e.g., administering oxygen, treating metabolic acidosis, instituting cooling procedures); maintain uriry output and monitor serum electrolytes.";0;1;CrowdTruth;"If term1 occurs, discontinue all term2 and initiate IV dantrolene therapy  a   in conjunction with supportive measures (e.g., administering oxygen, treating metabolic acidosis, instituting cooling procedures); maintain uriry output and monitor serum electrolytes.";['term1', 'occur', 'discontinue', 'term2'];term1 occur discontinue term2
FULMINT YELLOW FEVER;YELLOW FEVER VIRUS;101  Vaccine associated viscerotropic disease resembles FULMINT YELLOW FEVER caused by wild type YELLOW FEVER VIRUS;0;1;CrowdTruth;101  Vaccine associated viscerotropic disease resembles term1 caused by wild type term2;['term1', 'resemble', 'term2'];term1 resemble term2
HAM/TSP;HTLV 1;However, HAM/TSP is a relatively rare complication of HTLV 1 with an incidence roughly comparable to that of adult T cell leukemia, another rare condition associated with HTLV 1.;0;1;CrowdTruth;However, term1 is a relatively rare complication of term2 with an incidence roughly comparable to that of adult T cell leukemia, another rare condition associated with term2.;['term1', 'be', 'complication', 'of', 'term2'];term1 be complication of term2
MYCOBACTERIAL INFECTIONS;MYCOBACTERIUM ABSCESSUS;"100  MYCOBACTERIAL INFECTIONS  Treatment of infections caused by  MYCOBACTERIUM ABSCESSUS    +     157   or  M. fortuitum    +   ;  157   used in conjunction with other antimycobacterial anti infectives.";0;1;CrowdTruth;"100  term1  Treatment of infections caused by  term2    +     157   or  M. fortuitum    +   ;  157   used in conjunction with other antimycobacterial anti infectives.";['term1', ' ', 'by', 'term2'];term1   by term2
LEUKOPENIA;GRANULOCYTOPENIA;"b  Hematologic Effects  High incidence of bone marrow suppression, manifested predomintly as LEUKOPENIA (principally GRANULOCYTOPENIA; severity depends on dose of drug and on regenerative capacity of bone marrow.";0;1;CrowdTruth;"b  Hematologic Effects  High incidence of bone marrow suppression, manifested predomintly as term1 (principally term2; severity depends on dose of drug and on regenerative capacity of bone marrow.";['term1', 'term2'];term1 term2
GENITAL WARTS;HPV INFECTION;She is informed that HPV INFECTION is extremely common among sexually active adults and that GENITAL WARTS can occur in a monogamous relationship.;0;1;CrowdTruth;She is informed that term2 is extremely common among sexually active adults and that term1 can occur in a monogamous relationship.;['term1', 'occur', 'be', 'term2'];term1 occur be term2
PITTSBURGH PNEUMONIA;L MICDADEI;Previously known as TATLOCK and HEBA,  L MICDADEI  was rediscovered as the PITTSBURGH PNEUMONIA agent that caused acute suppurative pneumonia in eight immunosuppressed patients from two centers in 1979.;0;1;CrowdTruth;Previously known as TATLOCK and HEBA,  term2  was rediscovered as the term1 agent that caused acute suppurative pneumonia in eight immunosuppressed patients from two centers in 1979.;['term1', 'agent', 'as', 'rediscover', 'term2'];term1 agent as rediscover term2
MENINGOCOCCAL DISEASE;NEISSERIA MENINGITIDIS;191  NEISSERIA MENINGITIDIS Infections  Prophylaxis to prevent meningococcal disease in household or other close contacts of individuals with invasive MENINGOCOCCAL DISEASE   +    when the risk of infection is high.;0;1;CrowdTruth;191  term2 Infections  Prophylaxis to prevent meningococcal disease in household or other close contacts of individuals with invasive term1   +    when the risk of infection is high.;['term1', 'with', 'prevent', 'Prophylaxis', 'term2'];term1 with prevent Prophylaxis term2
AMEBIASIS;ENTAMOEBA HISTOLYTICA;AMEBIASIS  (Entamebiasis)  AMEBIASIS is infection with  ENTAMOEBA HISTOLYTICA.;0;1;CrowdTruth;term1  (Entamebiasis)  term1 is infection with  term2.;['term1', ' ', 'with', 'term2'];term1   with term2
TRICHOSTRONGYLIASIS;TRICHOSTRONGYLUS;13  Trichostrongyliasis  Treatment of TRICHOSTRONGYLIASIS   +    caused by  TRICHOSTRONGYLUS;0;1;CrowdTruth;13  Trichostrongyliasis  Treatment of term1   +    caused by  term2;['term1', 'of', 'Treatment', 'cause', 'by', 'term2'];term1 of Treatment cause by term2
AUTOIMMUNE HEMOLYSIS;TTP;"A positive DAT result, defining AUTOIMMUNE HEMOLYSIS is often present in APLA syndrome  As with SLE, some reports suggest that APLA syndrome may overlap with TTP (tvml 77tvml ; tvml 78tvml.";0;1;CrowdTruth;"A positive DAT result, defining term1 is often present in APLA syndrome  As with SLE, some reports suggest that APLA syndrome may overlap with term2 (tvml 77tvml ; tvml 78tvml.";['term1', 'define', 'be', 'as', 'with', 'term2'];term1 define be as with term2
DYSPNEA;BC;BC  History and Physical Examition  3.1 Obtain a careful history focusing on recent systemic illnesses, fever, chest pain, and DYSPNEA;0;1;CrowdTruth;term2  History and Physical Examition  3.1 Obtain a careful history focusing on recent systemic illnesses, fever, chest pain, and term1;['term1', 'pain', 'and', 'history', 'term2'];term1 pain and history term2
HYPERTENSION;GOTZSCHE PC;GOTZSCHE PC Safar M, Helgeland A. Elapril, atenolol, and hydrochlorothiazide in HYPERTENSION;0;1;CrowdTruth;term2 Safar M, Helgeland A. Elapril, atenolol, and hydrochlorothiazide in term1;['term1', 'in', 'hydrochlorothiazide', 'atenolol', ',', 'M', 'term2'];term1 in hydrochlorothiazide atenolol , M term2
HYPERCORTISOLISM;MCCUNE ALBRIGHT SYNDROME;"Evidence: • A unilateral mass (adenoma or carcinoma) with contralateral atrophy, bilateral masses (MCCUNE ALBRIGHT SYNDROME massive macronodular adrel disease), or small and/or nodular glands (exogenous glucocorticoids, primary pigmented nodular adrel disease) are seen in patients with HYPERCORTISOLISM of adrel origin ( 95 ;  96.";0;1;CrowdTruth;"Evidence: • A unilateral mass (adenoma or carcinoma) with contralateral atrophy, bilateral masses (term2 massive macronodular adrel disease), or small and/or nodular glands (exogenous glucocorticoids, primary pigmented nodular adrel disease) are seen in patients with term1 of adrel origin ( 95 ;  96.";['term1', 'with', 'mass', 'evidence', 'disease', 'term2'];term1 with mass evidence disease term2
RAPID ONSET VIRILIZATION;ADREL CARCINOMA;"ADREL CARCINOMA often presents with RAPID ONSET VIRILIZATION; it is often associated with systemic symptoms such as fatigue, weakness, and weight loss.";0;1;CrowdTruth;"term2 often presents with term1; it is often associated with systemic symptoms such as fatigue, weakness, and weight loss.";['term1', 'with', 'present', 'term2'];term1 with present term2
HEPATOMEGALY;GSD TYPE II;Organomegaly may reflect a failure in substrate degradation resulting in substrate accumulation within the organ cells (eg, HEPATOMEGALY in hepatic forms of GSD and many lysosomal storage diseases, cardiomegaly in GSD TYPE II;0;1;CrowdTruth;Organomegaly may reflect a failure in substrate degradation resulting in substrate accumulation within the organ cells (eg, term1 in hepatic forms of GSD and many lysosomal storage diseases, cardiomegaly in term2;['term1', 'in', 'term2'];term1 in term2
DEMENTIA;DISEASE (HD;Hyperkinetic Movement Disorders  HUNTINGTON DISEASE  Huntington DISEASE (HD is an autosomal domint neurodegenerative condition characterized by an adult onset choreiform disorder and DEMENTIA;0;1;CrowdTruth;Hyperkinetic Movement Disorders  HUNTINGTON DISEASE  Huntington term2 is an autosomal domint neurodegenerative condition characterized by an adult onset choreiform disorder and term1;['term1', 'disorder', 'an', 'condition', 'be', 'term2'];term1 disorder an condition be term2
SEIZURES;EPIDERMAL NEVUS SYNDROME;EPIDERMAL NEVUS SYNDROME  The EPIDERMAL NEVUS SYNDROME is characterized by systemic manifestations, such as SEIZURES mental retardation, blindness, and skeletal abnormalities in association with large epidermal nevi.;0;1;CrowdTruth;term2  The term2 is characterized by systemic manifestations, such as term1 mental retardation, blindness, and skeletal abnormalities in association with large epidermal nevi.;['term1', 'retardation', ',', 'manifestation', 'by', 'characterize', 'term2'];term1 retardation , manifestation by characterize term2
PAIN;FM;25   At a clinical level, however, individuals who attribute their FM to trauma have more perceived disability, self reported PAIN life interference, and affective distress than patients with idiopathic onset.;0;1;CrowdTruth;25   At a clinical level, however, individuals who attribute their term2 to trauma have more perceived disability, self reported term1 life interference, and affective distress than patients with idiopathic onset.;['term1', 'interference', ',', 'have', 'individual', 'attribute', 'term2'];term1 interference , have individual attribute term2
SPLENOMEGALY;HCL;68   Clinically, HCL typically presents as pancytopenia, SPLENOMEGALY and opportunistic infection.;0;1;CrowdTruth;68   Clinically, term2 typically presents as pancytopenia, term1 and opportunistic infection.;['term1', 'pancytopenia', 'as', 'present', 'term2'];term1 pancytopenia as present term2
NORMAL LIVER FUNCTION TEST;GILBERT SYNDROME;GILBERT SYNDROME is differentiated from hepatitis by fractiotion that shows predomintly unconjugated bilirubin, otherwise NORMAL LIVER FUNCTION TEST results, and absence of uriry bilirubin.;0;1;CrowdTruth;term2 is differentiated from hepatitis by fractiotion that shows predomintly unconjugated bilirubin, otherwise term1 results, and absence of uriry bilirubin.;['term1', 'result', 'bilirubin', 'show', 'fractiotion', 'by', 'differentiate', 'term2'];term1 result bilirubin show fractiotion by differentiate term2
CAFÉ AU LAIT SPOTS;NEUROFIBROMATOSIS TYPE I;Specifically, having six or more CAFÉ AU LAIT SPOTS greater than 5 mm in diameter before puberty, or greater than 15 mm in diameter after puberty, are cardil diagnostic features of NEUROFIBROMATOSIS TYPE I.;0;1;CrowdTruth;Specifically, having six or more term1 greater than 5 mm in diameter before puberty, or greater than 15 mm in diameter after puberty, are cardil diagnostic features of term2.;['term1', 'have', 'be', 'feature', 'of', 'term2'];term1 have be feature of term2
ACUTE ARTERITIS WITH EOSINOPHILIA;HYPEREOSINOPHILIC SYNDROME;Loffler's syndrome (a subcategory of HYPEREOSINOPHILIC SYNDROME with primary cardiac involvement), which occurs in the tropics, begins as an ACUTE ARTERITIS WITH EOSINOPHILIA followed by thrombus formation on the endocardium, chordae, and atrioventricular (AV) valves, progressing to fibrosis.;0;1;CrowdTruth;Loffler's syndrome (a subcategory of term2 with primary cardiac involvement), which occurs in the tropics, begins as an term1 followed by thrombus formation on the endocardium, chordae, and atrioventricular (AV) valves, progressing to fibrosis.;['term1', 'as', 'begin', 'syndrome', 'subcategory', 'of', 'term2'];term1 as begin syndrome subcategory of term2
CAFÉ AU LAIT SPOTS;MCCUNE ALBRIGHT SYNDROME;Associated conditions     Neurofibromatosis type I café au lait spot    While CAFÉ AU LAIT SPOTS do not cause any ailment themselves, having multiple spots has been linked with neurofibromatosis and the rare MCCUNE ALBRIGHT SYNDROME;0;1;CrowdTruth;Associated conditions     Neurofibromatosis type I café au lait spot    While term1 do not cause any ailment themselves, having multiple spots has been linked with neurofibromatosis and the rare term2;['term1', 'cause', 'type', 'neurofibromatosis', 'term2'];term1 cause type neurofibromatosis term2
