,term1,term2,sentence,is_cause,is_treat
6636,SUBACUTE CUTANEOUS LUPUS ERYTHEMATOSUS,SUBSET OF LUPUS ERYTHEMATOSUS,Gilliam recognized SUBACUTE CUTANEOUS LUPUS ERYTHEMATOSUS (SCLE) as a lupus specific eruption that identifies a unique SUBSET OF LUPUS ERYTHEMATOSUS.,0,1
6637,DIABETIC AUTONOMIC NEUROPATHY,DIABETES MELLITUS,"In view of clinical reports implicating DIABETIC AUTONOMIC NEUROPATHY as the cause of gastrointestil dysfunction in DIABETES MELLITUS, neurochemical and histochemical techniques were used to study changes in the innervation of the gut",0,1
6638,ATOPIC DERMATITIS,ATOPY,"A questionire was used to obtain information about respiratory illnesses (pneumonia, bronchitis, bronchiolitis, sinusitis and croup); ATOPY (allergic rhinitis and ATOPIC DERMATITIS) and familial allergic diseases (parental asthma and atopy",0,1
6639,ALLERGIC CONJUNCTIVITIS,ATOPIC CONDITIONS,"ATOPIC CONDITIONS include allergic rhinitis, atopic eczema, ALLERGIC CONJUNCTIVITIS and asthma.",0,1
6640,PROTEIN CALORIE MALNUTRITION,DEFICIENCY OF SULFUR AMINO,DEFICIENCY OF SULFUR AMINO acids occurs in certain pathophysiological states such as PROTEIN CALORIE MALNUTRITION,0,1
6641,GASTROINTESTIL BLEEDING,MELE,We report a rare cause of GASTROINTESTIL BLEEDING in a 5-year-old boy with hematemesis and MELE for a month,0,1
6642,GYRATE ATROPHY,HYPERORNITHINEMIA,"Gamma-glutamylornithine has been identified in urine from patients with the HHH syndrome (HYPERORNITHINEMIA, hyperammonemia and homocitrullinuria) and with GYRATE ATROPHY associated with hyperornithinemia",0,1
6643,ASPHYXIATION,ASPHYXIA,"Comparison with 2,901 controls, and mutual comparison of categories, showed that suicides involving ASPHYXIATION were closely associated with ASPHYXIA at birth, suicides by violent mechanical means were associated with mechanical birth trauma and drug addiction was associated with opiate and/or barbiturate administration to mothers during labor.",0,1
6644,WORK RELATED ALLERGY,DELAYED TYPE HYPERSENSITIVITIES,"In this chapter, various methods of protecting a worker from WORK RELATED ALLERGY including immediate and DELAYED TYPE HYPERSENSITIVITIES are considered and reviewed.",0,1
6645,MECONIUM PERITONITIS,BOWEL PERFORATION,MECONIUM PERITONITIS is a chemical peritonitis which occurs following BOWEL PERFORATION during fetal life.,0,1
6646,HEMORRHAGIC SHOCK,HYPOVOLEMIA,"Signs of HEMORRHAGIC SHOCK or HYPOVOLEMIA out of proportion to degree of vagil bleeding suggest abruptio placentae, as do DIC and uterine irritability and tenderness",0,1
6647,ATOPIC DERMATITIS,ATOPIC WINTER FEET,When comparing 1% hydrocortisone in a stabilized 10% urea cream with 0.1% betamethasone 17 valerate cream in a double blind study on 49 patients with ATOPIC DERMATITIS or ATOPIC WINTER FEET betamethasone cream was found to be the most potent.,0,1
6648,ALLERGIC DISORDERS,ALLERGIC REACTIONS,"Cutaneous sensitivity to histamine, responses to prick tests with allergens, and serum IgE concentrations were measured and hay fever assessed by questionire in an unselected population to determine whether increased sensitivity to histamine is an independent phenomenon contributing to ALLERGIC DISORDERS or may be caused by ALLERGIC REACTIONS",0,1
6649,DIABETIC NEUROPATHY,DIABETES,A myo inositol related defect in nerve sodium potassium ATPase activity in experimental DIABETES has been suggested as a possible pathogenetic factor in DIABETIC NEUROPATHY,0,1
6650,TYPE I ALLERGIC REACTIONS,VERL KERATOCONJUNCTIVITIS,"When topically applied to the eye before allergen exposure, ocular sodium cromoglycate prevents many of the signs and symptoms associated with TYPE I ALLERGIC REACTIONS (which includes hayfever, acute allergic and chronic allergic conjunctivitis, and VERL KERATOCONJUNCTIVITIS) and giant papillary conjunctivitis.",0,1
6651,HAY FEVER,ATOPY,Maligncies were observed less frequently in the closest relatives of the patients suffering from HAY FEVER with the most proved hereditary liability of ATOPY than in the relatives of control groups.,0,1
6652,IRON DEFICIENCY ANEMIA,IRON DEFICIENCY,"Human studies have shown that IRON DEFICIENCY and IRON DEFICIENCY ANEMIA in infants are associated with behavioral impairment, but the periods of brain development most susceptible to iron deficiency have not been established",0,1
6653,DKA,DIABETES MELLITUS,Ratiole: ? Patients with DIABETES MELLITUS may present initially with DKA,0,1
6654,ENDEMIC GOITER,SELENIUM (SE) DEFICIENCY,SELENIUM (SE) DEFICIENCY is said to contribute to the atrophy of the thyroid gland in certain ENDEMIC GOITER areas in Africa.,0,1
6655,VENOUS INSUFFICIENCY,VENOUS STASIS,Use of a superficial femoral vein in competent profunda vein transposition is appropriate in selected cases of Klippel-Treuy syndrome; this allows for improvement of VENOUS INSUFFICIENCY and relief of symptoms secondary to VENOUS STASIS,0,1
6656,SEPSIS SYNDROME,SEPSIS,"The incidence and mortality, pathogenesis, clinical manifestations, and magement of SEPSIS and the SEPSIS SYNDROME are reviewed, and the use of antiendotoxin monoclol antibodies to treat patients with sepsis is discussed",0,1
6657,ALLERGIC DERMATITIS,ATOPY,"The pattern of eczema can help to distinguish endogenous (dyshidrosis, ATOPY) causes from exogenous (contact irritant and ALLERGIC DERMATITIS) and the common differential diagnoses (psoriasis, fungus infections.",0,1
6658,ALLERGIC CONTACT DERMATITIS,HYPERSENSITIVITY,"a  Patch testing (e.g., 1% bacitracin in petrolatum) may be useful in diagnosing suspected ALLERGIC CONTACT DERMATITIS when HYPERSENSITIVITY to other topical antibiotics (e.g., neomycin) is suspected.",0,1
6659,PROTEIN CALORIE MALNUTRITION,PROTEIN DEFICIT (PD),"PROTEIN DEFICIT (PD) and PROTEIN CALORIE MALNUTRITION (PCM) were estimated from comparisons between control and 10% protein, and control and 2% protein fed animals, respectively.",0,1
6660,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,0,1
6661,HYPERSENSITIVITY REACTION,ALLERGY,SEE:   ALLERGY ;  aphylaxis  ETIOLOGY: The condition is the result of a type I allergic or HYPERSENSITIVITY REACTION during which the allergen is absorbed into the blood directly or through the mucosa.,0,1
6662,DISCOID LUPUS,LUPUS,"An underlying pathology was found in 172 subjects, including systemic lupus erythematosus (n = 60), induced LUPUS (n = 11), DISCOID LUPUS (n = 3), infection (n = 23), blood disease (n = 19), cancer (n = 15) and vasculitis (n = 15); other factors were pregncy (n = 5) and medicines (n = 6",0,1
6663,ALLERGIC ASTHMA,ALLERGIC REACTIONS,"Allergen specific immunotherapy has been shown to be effective in rigorous double-blind placebo-controlled clinical trials in both children and adults A recent WHO position paper stated that immunotherapy is an effective treatment for patients with allergic rhinitis/conjunctivitis, ALLERGIC ASTHMA and ALLERGIC REACTIONS from stinging insects and is thought to be more effective in children than in adults",0,1
6664,ALLERGIC ASTHMA,ALLERGY,"In many aspects, respiratory allergies, i.e., ALLERGIC ASTHMA and rhinitis, represent the hallmarks of ALLERGY",0,1
6665,DISCOID LUPUS ERYTHEMATOSUS,SYSTEMIC LUPUS ERYTHEMATOSUS,Lupus Erythematosus  Treatment of DISCOID LUPUS ERYTHEMATOSUS and SYSTEMIC LUPUS ERYTHEMATOSUS.,0,1
6666,HYPERSENSITIVITY TO MOSQUITO BITES,MOSQUITO ALLERGY,HYPERSENSITIVITY TO MOSQUITO BITES or MOSQUITO ALLERGY is a mysterious disorder that has been reported mainly in Japanese patients (at least 58 patients) in the first two decades of life.,0,1
6667,ATOPIC DERMATITIS,ATOPIC DISEASES,"Using standardised computer assisted face to face interviews, we determined and compared the prevalence of doctor diagnosed ATOPIC DISEASES (hay fever, asthma, ATOPIC DERMATITIS) in the study subjects and veteririan diagnosed allergies in their pets.",0,1
6668,ASSOCIATIONS,ALLERGIES,The clinical ASSOCIATIONS of kiwi fruit allergy with ALLERGIES to pollens or latex are reviewed.,0,1
6669,HAEMOPHILIC ARTHROPATHY,HAEMOPHILIA,"In fact, prophylaxis seems to be the only way to prevent the development of HAEMOPHILIC ARTHROPATHY in patients with HAEMOPHILIA",0,1
6670,HYPERSENSITIVITY,ALLERGY,"On the basis of phenomenon of PFC count increase in the presence of penicillin in specimens in vitro, HYPERSENSITIVITY to thi antibiotic in the absence of clinical manifestations of ALLERGY was detected in 27% of children.",0,1
6671,ALLERGIC REACTION,CHRONIC ALLERGIC STATE,This results in the amplification of any subsequent ALLERGIC REACTION contributing to the CHRONIC ALLERGIC STATE,0,1
6672,SUBACUTE COMBINED DEGENERATION OF THE SPIL CORD,COBALAMIN DEFICIENCY,We describe a patient with unsuspected COBALAMIN DEFICIENCY who developed SUBACUTE COMBINED DEGENERATION OF THE SPIL CORD after nitrous oxide anesthesia.,0,1
6673,ATOPIC ECZEMA,ATOPIC,ATOPIC and verl keratoconjunctivitis are associated with ATOPIC ECZEMA,0,1
6674,NUMBER OF SYSTEMIC ALLERGIC,LATE SYSTEMIC ALLERGIC REACTIONS,We conclude that LATE SYSTEMIC ALLERGIC REACTIONS account for a significant percent of the total NUMBER OF SYSTEMIC ALLERGIC reactions to inhalant allergen immunotherapy.,0,1
6675,FOOD OR DRUG ALLERGIES,IGE MEDIATED IMMEDIATE HYPERSENSITIVITY REACTIONS,"This should definitely establish the value of this diagnostic test, particularly in instances where other in vitro or in vivo diagnostic tests are not reliable, such as FOOD OR DRUG ALLERGIES as well as in non IGE MEDIATED IMMEDIATE HYPERSENSITIVITY REACTIONS.",0,1
6676,DIABETIC KETOACIDOSIS,DIABETES MELLITUS,"Hyperglycemic and Diabetogenic Effects  Hyperglycemia (potentially persistent), new onset diabetes mellitus, or exacerbation of preexisting DIABETES MELLITUS reported with use of PIs; DIABETIC KETOACIDOSIS has occurred.",0,1
6677,FAMILIAL ALLERGIC DISORDER,IMMEDIATE TYPE HYPERSENSITIVITY TO ENVIRONMENTAL ALLERGENS,"The human pathological condition most commonly associated with hyperproduction of IgE is atopy, the FAMILIAL ALLERGIC DISORDER of IMMEDIATE TYPE HYPERSENSITIVITY TO ENVIRONMENTAL ALLERGENS.",0,1
6678,AUTOEROTIC ASPHYXIA,SEXUAL ASPHYXIATION,"A case of a typical form of SEXUAL ASPHYXIATION is described, involving a young man hanging, in a context of AUTOEROTIC ASPHYXIA",0,1
6679,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,GRAM NEGATIVE SEPSIS,"During GRAM NEGATIVE SEPSIS endotoxin lipopolysaccharide (LPS) may activate host inflammatory responses, resulting in the SYSTEMIC INFLAMMATORY RESPONSE SYNDROME and the adult respiratory distress syndrome.",0,1
6680,NUMBER,HYPERSENSITIVITY REACTIONS,A NUMBER of HYPERSENSITIVITY REACTIONS have been attributed to the presence of Cremophor((R)) EL in the current formulation for paclitaxel.,0,1
6681,DIABETIC NEUROPATHY,DIABETES,DIABETIC NEUROPATHY is the most frequent complication of DIABETES and the leading cause of polyneuropathy in the Western world.,0,1
6682,ALLERGIC VASCULITIS,HYPERSENSITIVITY REACTIONS,"HYPERSENSITIVITY REACTIONS to heparin consist of heparin-induced immune thrombocytopenia, ALLERGIC VASCULITIS, hypereosinophilia, immediate hypersensitivity as well as delayed-type skin reactions",0,1
6683,DIABETIC POLYNEUROPATHY,DIABETES,"15   In this study and other large studies, the prevalence of diabetic polyneuropathy increased with the duration of DIABETES, and a strong correlation existed between the presence of DIABETIC POLYNEUROPATHY, retinopathy, and nephropathy",0,1
6684,ATOPIC DERMATITIS,ATOPIC FAMILIES WITHOUT CONCOMITANT,It also occurs in children with ATOPIC DERMATITIS and in members of ATOPIC FAMILIES WITHOUT CONCOMITANT bronchial asthma.,0,1
6685,AMYLOID ARTHROPATHY,AMYLOIDOSIS,"In conclusion, it was observed that vitamin A enhanced the development of AMYLOID ARTHROPATHY and there were positive associations between AMYLOIDOSIS increased levels of serum amyloid A and increased numbers of tissue infiltrating macrophages.",0,1
6686,ALLERGIC FUNGAL SINUSITIS,HYPERSENSITIVITY REACTION,ALLERGIC FUNGAL SINUSITIS is a benign noninvasive sinus disease related to a HYPERSENSITIVITY REACTION to fungal antigens,0,1
6687,RESPIRATORY ALKALOSIS,MECHANICALLY INDUCED HYPERVENTILATION,MECHANICALLY INDUCED HYPERVENTILATION is used in the treatment of newborn infants with persistent pulmory hypertension syndrome to induce RESPIRATORY ALKALOSIS which may attenuate their pulmory vasoconstriction.,0,1
6688,REL OSTEODYSTROPHY,END STAGE REL DISEASE,REL OSTEODYSTROPHY is a general complication of chronic rel failure and END STAGE REL DISEASE,0,1
6689,GRAVES' DISEASE,THYROTOXICOSIS,"The classic features of a patient with fully developed GRAVES' DISEASE are difficult to overlook, but the clinical features of THYROTOXICOSIS vary with the etiology of the disease and the sensitivity of the patient's peripheral tissues.",0,1
6690,CULTURE NEGATIVE SEPSIS,CULTURE PROVEN SEPSIS,Percentage of CD4(+) was lower in CULTURE PROVEN SEPSIS and absolute count of CD4(+) was lower in CULTURE NEGATIVE SEPSIS (p.,0,1
6691,NONLUPUS NEPHROTICS,LUPUS NEPHROTIC,The serum triglycerides and serum cholesterol levels were not significantly lower in the group of LUPUS NEPHROTIC patients compared to the NONLUPUS NEPHROTICS.,0,1
6692,ALLERGIC RHINITIS,ATOPIC DISEASES,"Pharmacologic agents of this type may be suitable for use in the therapeutic or prophylactic suppression of IgE and, hence, in the therapy of IgE mediated diseases such as ALLERGIC RHINITIS asthma, and other ATOPIC DISEASES.",0,1
6693,BEESTING ALLERGY,HYPERSENSITIVITY REACTION,Patients with a history of BEESTING ALLERGY may have a higher risk of a HYPERSENSITIVITY REACTION with paclitaxel treatment.,0,1
6694,REL OSTEODYSTROPHY,END STAGE REL DISEASE,The purpose of the present study is to investigate whether an ethnic difference exists in the incidence of REL OSTEODYSTROPHY between Asian and Western countries in END STAGE REL DISEASE (ESRD) patients.,0,1
6695,SUFFOCATION,ASPHYXIA,"ASPHYXIA, positiol asphyxia, and SUFFOCATION were the leading causes of death",0,1
6696,ALLERGY,NON ALLERGY,Acute steady state moderate exercise significantly altered circulating IgE concentrations in volunteers with known ALLERGY while IgE concentrations in NON ALLERGY sufferers did not change.,0,1
6697,RESPIRATORY ALKALOSIS,HYPERVENTILATION,Hyperactivity may quickly turn to lethargy; HYPERVENTILATION (with RESPIRATORY ALKALOSIS) changes to hypoventilation (with mixed respiratory and metabolic acidosis) and respiratory failure,0,1
6698,ALLERGIC ASTHMA,INHALATIVE ALLERGY,"In our population CPI does not associate directly with asthma and allergy, but chronic or recurrent infection is associated with allergic asthma and inhalative allergy as opposed to noLLERGIC ASTHMA and nonINHALATIVE ALLERGY.",0,1
6699,TRAUMATIC SHOCK,TRAUMA,The data indicate that alcohol intoxication decreases survival after TRAUMATIC SHOCK and that alcohol and TRAUMA induced a significant increase in circulating microaggregates.,0,1
6700,ATOPIC DERMATITIS,RESPIRATORY ATOPY,A strong MBP deposition was often seen in specimens from patients with atopic dermatitis who had a persol or family history of RESPIRATORY ATOPY but was absent in specimens from those patients with ATOPIC DERMATITIS who had neither a persol nor a family history of respiratory atopy.,0,1
6701,NON ALLERGY GROUP,NICKEL ALLERGY GROUP,There was no difference in the visual scoring system or the TEWL after the SLS irritation test between the NICKEL ALLERGY GROUP and the NON ALLERGY GROUP.,0,1
6702,ATOPIC DERMATITIS,ATOPIC DISEASES,A significant effect of the constitutiol factor on the development of atopic dermatitis included familial occurrence of ATOPIC DISEASES (mostly ATOPIC DERMATITIS,0,1
6703,RESPIRATORY ALKALOSIS,PULMORY HYPERVENTILATION,"In order to investigate whether or not there is a causal relationship between the metabolic acidosis and the ocular hypotension induced by acetazolamide, we undertook to correlate over a period of time the blood acidifying and ocular hypotonizing effects of administering the lowest intravenous effective dose of acetazolamide; to treat the metabolic acidosis induced by acetazolamide by means of the intravenous introduction of bases, and PULMORY HYPERVENTILATION (RESPIRATORY ALKALOSIS); to evaluate the effects on the intraocular pressure (IOP) by neutralizing the acetazolamide induced metabolic acidosis by means of a continuous infusion of.",0,1
